Date,State,TotalSamples,Negative,Positive,Total_affected
8/24/2020,Meghalaya,75239,72824,,
8/25/2020,Meghalaya,76762,74293,,
8/26/2020,Meghalaya,79126,76645,,
8/27/2020,Meghalaya,81012,78431,,
8/28/2020,Meghalaya,84038,81146,,
8/29/2020,Meghalaya,86214,83499,,
8/31/2020,Meghalaya,88963,85924,,
9/1/2020,Meghalaya,90477,87455,,
9/2/2020,Meghalaya,92453,89162,,
9/3/2020,Meghalaya,93817,90516,,
9/4/2020,Meghalaya,95457,91989,,
9/5/2020,Meghalaya,97550,,,
9/7/2020,Meghalaya,100071,,,
9/8/2020,Meghalaya,102487,98345,,
9/9/2020,Meghalaya,104090,99640,,
9/10/2020,Meghalaya,106064,102477,,
9/11/2020,Meghalaya,109518,104937,,
9/12/2020,Meghalaya,112221,107737,,
9/14/2020,Meghalaya,115901,111073,,
9/15/2020,Meghalaya,117518,113184,,
9/16/2020,Meghalaya,120576,115611,,
9/17/2020,Meghalaya,127571,122348,,
9/18/2020,Meghalaya,129503,124315,,
9/19/2020,Meghalaya,131433,126022,,
9/21/2020,Meghalaya,133259,127589,,
9/22/2020,Meghalaya,135571,130096,,
9/23/2020,Meghalaya,136932,131971,,
9/24/2020,Meghalaya,138942,133864,,
9/26/2020,Meghalaya,142426,,,
9/28/2020,Meghalaya,145681,,,
9/29/2020,Meghalaya,148298,142835,,
9/30/2020,Meghalaya,150809,145170,,
10/1/2020,Meghalaya,153177,147375,,
10/5/2020,Meghalaya,160779,154012,,
10/6/2020,Meghalaya,163061,156074,,
10/7/2020,Meghalaya,164879,157709,,
10/8/2020,Meghalaya,167265,160004,,
10/9/2020,Meghalaya,169449,162061,,
10/10/2020,Meghalaya,171415,163871,,
10/12/2020,Meghalaya,174756,166985,,
10/13/2020,Meghalaya,176348,168500,,
10/14/2020,Meghalaya,178894,170903,,
10/16/2020,Meghalaya,183808,175505,,
10/17/2020,Meghalaya,185467,177063,,
10/19/2020,Meghalaya,188256,179720,,
10/20/2020,Meghalaya,189783,181190,,
10/21/2020,Meghalaya,191490,182869,,
10/22/2020,Meghalaya,193190,184470,,
10/23/2020,Meghalaya,194818,186017,,
10/25/2020,Meghalaya,198343,189277,,
10/26/2020,Meghalaya,198343,189277,,
10/27/2020,Meghalaya,198790,189654,,
10/28/2020,Meghalaya,199611,190385,,
10/29/2020,Meghalaya,200391,191088,,
10/30/2020,Meghalaya,201296,191914,,
10/31/2020,Meghalaya,202056,192604,,
11/2/2020,Meghalaya,203556,193878,,
11/3/2020,Meghalaya,204462,194721,,
11/4/2020,Meghalaya,205879,196078,,
11/5/2020,Meghalaya,207471,197578,,
11/6/2020,Meghalaya,208730,198751,,
11/7/2020,Meghalaya,210079,200032,,
11/9/2020,Meghalaya,212448,202218,,
11/10/2020,Meghalaya,213973,203677,,
11/11/2020,Meghalaya,215624,205256,,
11/12/2020,Meghalaya,217077,206566,,
11/13/2020,Meghalaya,218315,207734,,
11/14/2020,Meghalaya,219427,208795,,
11/16/2020,Meghalaya,220717,210011,,
11/17/2020,Meghalaya,223084,212293,,
11/18/2020,Meghalaya,224381,213511,,
11/19/2020,Meghalaya,225659,214680,,
11/20/2020,Meghalaya,227199,216047,,
11/21/2020,Meghalaya,228455,217186,,
11/23/2020,Meghalaya,231117,219720,,
11/24/2020,Meghalaya,232602,221148,,
11/25/2020,Meghalaya,234160,222647,,
11/26/2020,Meghalaya,235838,224257,,
11/27/2020,Meghalaya,237388,225755,,
11/28/2020,Meghalaya,239176,227472,,
11/30/2020,Meghalaya,241631,229821,,
12/1/2020,Meghalaya,243668,231793,,
12/2/2020,Meghalaya,245177,233223,,
12/3/2020,Meghalaya,247928,235923,,
12/4/2020,Meghalaya,250430,238363,,
12/5/2020,Meghalaya,252594,240430,,
12/7/2020,Meghalaya,256221,243907,,
12/8/2020,Meghalaya,258439,246029,,
12/9/2020,Meghalaya,260267,247756,,
12/10/2020,Meghalaya,261625,249039,,
12/11/2020,Meghalaya,263433,250788,,
12/12/2020,Meghalaya,265057,252314,,
12/14/2020,Meghalaya,267771,254830,,
12/15/2020,Meghalaya,269808,256801,,
12/16/2020,Meghalaya,271896,258824,,
12/18/2020,Meghalaya,275934,262745,,
12/19/2020,Meghalaya,277791,264570,,
12/21/2020,Meghalaya,280244,266986,,
12/22/2020,Meghalaya,281866,268567,,
12/23/2020,Meghalaya,283632,270304,,
12/24/2020,Meghalaya,285139,271779,,
12/28/2020,Meghalaya,289092,275713,,
12/29/2020,Meghalaya,290360,276973,,
12/30/2020,Meghalaya,291959,278551,,
1/4/2021,Meghalaya,298554,285072,,
1/6/2021,Meghalaya,301969,288444,,
1/7/2021,Meghalaya,303590,290054,,
1/8/2021,Meghalaya,305124,291564,,
1/9/2021,Meghalaya,306472,292880,,
1/11/2021,Meghalaya,309055,295424,,
1/12/2021,Meghalaya,310487,296836,,
1/13/2021,Meghalaya,312221,298552,,
1/14/2021,Meghalaya,313914,300227,,
1/15/2021,Meghalaya,315290,301599,,
1/16/2021,Meghalaya,316632,302939,,
1/18/2021,Meghalaya,318901,305194,,
1/20/2021,Meghalaya,321819,308102,,
1/21/2021,Meghalaya,323284,309563,,
1/22/2021,Meghalaya,324588,310865,,
1/23/2021,Meghalaya,325872,312145,,
1/27/2021,Meghalaya,330810,317069,,
1/29/2021,Meghalaya,333315,319562,,
1/30/2021,Meghalaya,334713,320952,,
2/1/2021,Meghalaya,337242,323478,,
2/2/2021,Meghalaya,338615,324847,,
2/3/2021,Meghalaya,340228,326454,,
2/4/2021,Meghalaya,341580,327786,,
2/5/2021,Meghalaya,342795,328974,,
2/6/2021,Meghalaya,344070,330225,,
2/7/2021,Meghalaya,345293,331408,,
2/8/2021,Meghalaya,346146,332260,,
2/9/2021,Meghalaya,347510,333617,,
2/10/2021,Meghalaya,348913,334989,,
2/11/2021,Meghalaya,350493,336562,,
2/12/2021,Meghalaya,351714,337782,,
2/13/2021,Meghalaya,352900,339053,,
2/14/2021,Meghalaya,354157,340251,,
2/15/2021,Meghalaya,354931,340989,,
2/16/2021,Meghalaya,355905,341961,,
2/17/2021,Meghalaya,356663,342718,,
2/19/2021,Meghalaya,358903,344952,,
2/20/2021,Meghalaya,360092,346140,,
2/22/2021,Meghalaya,361857,347903,,
2/23/2021,Meghalaya,363076,349121,,
2/24/2021,Meghalaya,364517,350559,,
2/25/2021,Meghalaya,365778,351817,,
2/28/2021,Meghalaya,369262,355300,,
3/1/2021,Meghalaya,370067,356104,,
3/2/2021,Meghalaya,371538,357572,,
3/4/2021,Meghalaya,374169,360203,,
3/6/2021,Meghalaya,375245,361277,,
3/7/2021,Meghalaya,377326,363354,,
3/8/2021,Meghalaya,377949,363976,,
3/9/2021,Meghalaya,379237,365260,,
3/11/2021,Meghalaya,381349,367364,,
3/13/2021,Meghalaya,383450,369458,,
3/15/2021,Meghalaya,384524,370527,,
3/16/2021,Meghalaya,386593,372593,,
3/17/2021,Meghalaya,387629,373627,,
3/18/2021,Meghalaya,388592,374587,,
3/19/2021,Meghalaya,389679,375671,,
3/20/2021,Meghalaya,390648,376628,,
3/22/2021,Meghalaya,392474,378458,,
3/23/2021,Meghalaya,393744,379727,,
3/24/2021,Meghalaya,395112,381093,,
3/25/2021,Meghalaya,396300,382278,,
3/26/2021,Meghalaya,397634,383605,,
3/28/2021,Meghalaya,400173,,,
3/30/2021,Meghalaya,401189,387155,,
3/31/2021,Meghalaya,402571,388515,,
4/1/2021,Meghalaya,403861,389796,,
4/2/2021,Meghalaya,406446,392364,,
4/3/2021,Meghalaya,407216,393110,,
4/4/2021,Meghalaya,408884,394762,,
4/5/2021,Meghalaya,409992,395866,,
4/6/2021,Meghalaya,411344,397209,,
4/7/2021,Meghalaya,413109,398969,,
4/8/2021,Meghalaya,414890,400725,,
4/9/2021,Meghalaya,417459,403252,,
4/10/2021,Meghalaya,419769,405523,,
4/11/2021,Meghalaya,421655,407381,,
4/12/2021,Meghalaya,422738,408438,,
4/13/2021,Meghalaya,424940,410553,,
4/14/2021,Meghalaya,427651,413166,,
4/15/2021,Meghalaya,429358,414776,,
4/16/2021,Meghalaya,431805,417102,,
4/17/2021,Meghalaya,433687,418889,,
4/18/2021,Meghalaya,435552,420681,,
4/19/2021,Meghalaya,436898,421919,,
4/20/2021,Meghalaya,438825,423709,,
4/21/2021,Meghalaya,441749,426441,,
4/22/2021,Meghalaya,443730,428243,,
4/23/2021,Meghalaya,445913,430282,,
4/24/2021,Meghalaya,447985,432199,,
4/25/2021,Meghalaya,449420,433426,,
4/26/2021,Meghalaya,451828,435704,,
4/27/2021,Meghalaya,453972,437701,,
4/28/2021,Meghalaya,456470,440040,,
4/29/2021,Meghalaya,459023,442406,,
4/30/2021,Meghalaya,461570,444724,,
5/1/2021,Meghalaya,464863,447755,,
5/2/2021,Meghalaya,467645,450216,,
5/3/2021,Meghalaya,469686,452011,,
5/4/2021,Meghalaya,471988,453974,,
5/5/2021,Meghalaya,474680,456397,,
5/6/2021,Meghalaya,477676,459046,,
5/7/2021,Meghalaya,480778,461851,,
5/8/2021,Meghalaya,483733,464431,,
5/9/2021,Meghalaya,486058,466338,,
5/10/2021,Meghalaya,487843,467714,,
5/11/2021,Meghalaya,490677,470098,,
5/12/2021,Meghalaya,495358,474373,,
5/13/2021,Meghalaya,498727,477151,,
5/14/2021,Meghalaya,501466,479263,,
5/15/2021,Meghalaya,504687,481924,,
5/16/2021,Meghalaya,508574,485242,,
5/17/2021,Meghalaya,510902,486936,,
5/18/2021,Meghalaya,515062,490190,,
5/19/2021,Meghalaya,519311,493567,,
5/20/2021,Meghalaya,523287,496360,,
5/21/2021,Meghalaya,527955,500200,,
5/22/2021,Meghalaya,532756,503878,,
5/23/2021,Meghalaya,536905,507224,,
5/24/2021,Meghalaya,539538,509046,,
5/25/2021,Meghalaya,544951,513502,,
5/26/2021,Meghalaya,552324,520029,,
5/28/2021,Meghalaya,562661,528826,,
5/29/2021,Meghalaya,567966,533518,,
5/30/2021,Meghalaya,572812,537622,,
5/31/2021,Meghalaya,575001,539403,,
6/1/2021,Meghalaya,578167,542102,,
6/2/2021,Meghalaya,583183,546586,,
6/3/2021,Meghalaya,587391,550242,,
6/4/2021,Meghalaya,591464,553731,,
6/5/2021,Meghalaya,595501,557271,,
6/6/2021,Meghalaya,599057,560339,,
6/7/2021,Meghalaya,600888,561732,,
6/8/2021,Meghalaya,604628,565093,,
6/9/2021,Meghalaya,609389,569406,,
6/10/2021,Meghalaya,614481,573895,,
6/11/2021,Meghalaya,619544,578444,,
6/12/2021,Meghalaya,624143,582542,,
6/13/2021,Meghalaya,628160,586254,,
6/14/2021,Meghalaya,630067,587758,,
6/15/2021,Meghalaya,633824,591065,,
6/16/2021,Meghalaya,638873,595619,,
6/17/2021,Meghalaya,643644,599912,,
6/18/2021,Meghalaya,649771,605389,,
6/19/2021,Meghalaya,654266,609370,,
6/20/2021,Meghalaya,658197,612911,,
6/21/2021,Meghalaya,660358,614803,,
6/22/2021,Meghalaya,664539,618563,,
6/23/2021,Meghalaya,668949,622491,,
4/6/2020,Mizoram,58,0,1,
4/7/2020,Mizoram,58,0,1,
4/8/2020,Mizoram,74,,1,
4/9/2020,Mizoram,84,,1,
4/12/2020,Mizoram,87,,1,
4/13/2020,Mizoram,89,,1,
4/14/2020,Mizoram,91,,1,
4/15/2020,Mizoram,94,,1,
4/16/2020,Mizoram,94,,1,
4/18/2020,Mizoram,102,,1,
4/19/2020,Mizoram,116,,1,
4/20/2020,Mizoram,132,,1,
4/21/2020,Mizoram,135,,1,
4/22/2020,Mizoram,135,,1,
4/23/2020,Mizoram,137,,1,
4/26/2020,Mizoram,146,,1,
4/27/2020,Mizoram,146,,1,
4/28/2020,Mizoram,158,,1,
4/29/2020,Mizoram,179,,1,
4/30/2020,Mizoram,180,,1,
5/1/2020,Mizoram,180,,1,
5/2/2020,Mizoram,183,,1,
5/3/2020,Mizoram,183,,1,
5/4/2020,Mizoram,183,,1,
5/5/2020,Mizoram,188,,1,
5/6/2020,Mizoram,195,,1,
5/7/2020,Mizoram,197,,1,
5/8/2020,Mizoram,199,,1,
5/9/2020,Mizoram,201,,1,
5/10/2020,Mizoram,201,,1,
5/11/2020,Mizoram,206,,1,
5/12/2020,Mizoram,224,,1,
5/13/2020,Mizoram,224,,1,
5/14/2020,Mizoram,273,,1,
5/15/2020,Mizoram,273,,1,
5/16/2020,Mizoram,282,,1,
5/17/2020,Mizoram,282,,1,
5/18/2020,Mizoram,301,,1,
5/19/2020,Mizoram,313,,1,
5/20/2020,Mizoram,315,,1,
5/21/2020,Mizoram,320,,1,
5/22/2020,Mizoram,324,,1,
5/23/2020,Mizoram,336,,1,
5/24/2020,Mizoram,342,,1,
5/25/2020,Mizoram,359,,1,
5/26/2020,Mizoram,438,,1,
5/28/2020,Mizoram,516,,1,
5/29/2020,Mizoram,529,,1,
5/30/2020,Mizoram,686,,1,
5/31/2020,Mizoram,777,,1,
6/1/2020,Mizoram,896,,1,
6/2/2020,Mizoram,1012,,13,
6/3/2020,Mizoram,1095,,14,
6/4/2020,Mizoram,1346,,17,
6/5/2020,Mizoram,1687,,22,
6/6/2020,Mizoram,1991,,24,
6/7/2020,Mizoram,2252,,34,
6/8/2020,Mizoram,2496,,42,
6/9/2020,Mizoram,2747,,88,
6/10/2020,Mizoram,2747,,102,
6/11/2020,Mizoram,3152,,104,
6/13/2020,Mizoram,3727,,107,
6/14/2020,Mizoram,4327,,112,
6/15/2020,Mizoram,4919,,117,
6/16/2020,Mizoram,5524,,121,
6/17/2020,Mizoram,6035,,121,
6/18/2020,Mizoram,6661,,130,
6/19/2020,Mizoram,7496,,130,
6/20/2020,Mizoram,8284,,140,
6/21/2020,Mizoram,8718,,141,
6/22/2020,Mizoram,9277,,142,
6/23/2020,Mizoram,9840,,142,
6/24/2020,Mizoram,10486,,145,
6/25/2020,Mizoram,11672,,145,
6/26/2020,Mizoram,12753,,147,
6/27/2020,Mizoram,12846,,150,
6/28/2020,Mizoram,13012,,151,
6/29/2020,Mizoram,13072,,151,
6/30/2020,Mizoram,13746,,151,
7/1/2020,Mizoram,13886,,160,
7/2/2020,Mizoram,13931,,160,
7/3/2020,Mizoram,14370,,162,
7/4/2020,Mizoram,14509,,164,
7/5/2020,Mizoram,14981,,186,
7/6/2020,Mizoram,15006,,191,
7/7/2020,Mizoram,15058,,197,
7/8/2020,Mizoram,15183,,201,
7/9/2020,Mizoram,15523,,203,
7/10/2020,Mizoram,15868,,226,
7/11/2020,Mizoram,16396,,226,
7/12/2020,Mizoram,16696,,227,
7/13/2020,Mizoram,16914,,233,
7/14/2020,Mizoram,16914,,233,
7/15/2020,Mizoram,17168,,238,
7/16/2020,Mizoram,17489,,267,
7/17/2020,Mizoram,17760,,272,
7/18/2020,Mizoram,17963,,282,
7/19/2020,Mizoram,18147,,284,
7/20/2020,Mizoram,18147,,284,
7/21/2020,Mizoram,18297,,297,
7/22/2020,Mizoram,18603,,317,
7/23/2020,Mizoram,19014,,326,
7/24/2020,Mizoram,19238,,332,
7/25/2020,Mizoram,19781,,361,
7/26/2020,Mizoram,20053,,361,
7/27/2020,Mizoram,20053,,361,
7/28/2020,Mizoram,20442,,384,
7/29/2020,Mizoram,20597,,395,
7/30/2020,Mizoram,20798,,397,
7/31/2020,Mizoram,21118,,408,
8/1/2020,Mizoram,21294,,413,
8/2/2020,Mizoram,21523,,468,
8/3/2020,Mizoram,21583,,482,
8/4/2020,Mizoram,21845,,501,
8/5/2020,Mizoram,21956,,504,
8/6/2020,Mizoram,22211,,537,
8/7/2020,Mizoram,22211,,537,
8/8/2020,Mizoram,22211,,537,
8/9/2020,Mizoram,23324,,608,
8/10/2020,Mizoram,23702,,620,
8/11/2020,Mizoram,23848,,623,
8/12/2020,Mizoram,24895,,648,
8/13/2020,Mizoram,25054,,649,
8/14/2020,Mizoram,25472,,656,
8/15/2020,Mizoram,25929,,713,
8/16/2020,Mizoram,26611,,,
8/17/2020,Mizoram,27115,,,
8/18/2020,Mizoram,27388,,,
8/19/2020,Mizoram,28076,,,
8/20/2020,Mizoram,28976,,,
8/21/2020,Mizoram,30753,,,
8/22/2020,Mizoram,32391,,,
8/23/2020,Mizoram,33486,,,
8/24/2020,Mizoram,33507,,,
8/25/2020,Mizoram,35214,,,
8/26/2020,Mizoram,36240,,,
8/27/2020,Mizoram,37452,,,
8/28/2020,Mizoram,38534,,,
8/29/2020,Mizoram,38906,,,
8/30/2020,Mizoram,40383,,,
8/31/2020,Mizoram,40797,,,
9/1/2020,Mizoram,41683,,,
9/2/2020,Mizoram,42332,,,
9/3/2020,Mizoram,42977,,,
9/4/2020,Mizoram,43846,,,
9/5/2020,Mizoram,44803,,,
9/6/2020,Mizoram,45073,,,
9/7/2020,Mizoram,45153,,,
9/8/2020,Mizoram,45925,,,
9/9/2020,Mizoram,46414,,,
9/10/2020,Mizoram,46638,,,
9/11/2020,Mizoram,47214,,,
9/12/2020,Mizoram,49091,,,
9/13/2020,Mizoram,50259,,,
9/14/2020,Mizoram,51316,,,
9/15/2020,Mizoram,52622,,,
9/16/2020,Mizoram,54199,,,
9/17/2020,Mizoram,55463,,,
9/18/2020,Mizoram,57012,,,
9/19/2020,Mizoram,59015,,,
9/20/2020,Mizoram,60759,,,
9/21/2020,Mizoram,62407,,,
9/22/2020,Mizoram,64312,,,
9/23/2020,Mizoram,66320,,,
9/24/2020,Mizoram,68340,,,
9/25/2020,Mizoram,70483,,,
9/26/2020,Mizoram,72410,,,
9/27/2020,Mizoram,74326,,,
9/28/2020,Mizoram,75552,,,
9/29/2020,Mizoram,76976,,,
9/30/2020,Mizoram,78491,,,
10/1/2020,Mizoram,79743,,,
10/2/2020,Mizoram,80859,,,
10/3/2020,Mizoram,81967,,,
10/4/2020,Mizoram,82667,,,
10/5/2020,Mizoram,83092,,,
10/6/2020,Mizoram,83965,,,
10/7/2020,Mizoram,84822,,,
10/8/2020,Mizoram,85701,,,
10/9/2020,Mizoram,85986,,,
10/10/2020,Mizoram,87240,,,
10/11/2020,Mizoram,87699,,,
10/12/2020,Mizoram,88551,,,
10/13/2020,Mizoram,89795,,,
10/14/2020,Mizoram,90748,,,
10/15/2020,Mizoram,92151,,,
10/16/2020,Mizoram,93584,,,
10/17/2020,Mizoram,95288,,,
10/19/2020,Mizoram,96427,,,
10/20/2020,Mizoram,97664,,,
10/21/2020,Mizoram,99424,,,
10/22/2020,Mizoram,100553,,,
10/23/2020,Mizoram,101868,,,
10/24/2020,Mizoram,102952,,,
10/25/2020,Mizoram,104131,,,
10/26/2020,Mizoram,104545,,,
10/27/2020,Mizoram,106304,,,
10/28/2020,Mizoram,107811,,,
10/29/2020,Mizoram,109476,,,
10/30/2020,Mizoram,111058,,,
10/31/2020,Mizoram,112216,,,
11/1/2020,Mizoram,113915,,,
11/2/2020,Mizoram,114065,,,
11/3/2020,Mizoram,115980,,,
11/4/2020,Mizoram,117038,,,
11/5/2020,Mizoram,118253,,,
11/6/2020,Mizoram,119661,,,
11/7/2020,Mizoram,121633,,,
11/8/2020,Mizoram,123015,,,
11/9/2020,Mizoram,123185,,,
11/10/2020,Mizoram,124730,,,
11/11/2020,Mizoram,126142,,,
11/12/2020,Mizoram,127101,,,
11/13/2020,Mizoram,128261,,,
11/14/2020,Mizoram,129407,,,
11/15/2020,Mizoram,129990,,,
11/16/2020,Mizoram,130825,,,
11/17/2020,Mizoram,132404,,,
11/18/2020,Mizoram,134538,,,
11/19/2020,Mizoram,135926,,,
11/20/2020,Mizoram,137933,,,
11/21/2020,Mizoram,139021,,,
11/22/2020,Mizoram,140073,,,
11/23/2020,Mizoram,140387,,,
11/24/2020,Mizoram,142133,,,
11/25/2020,Mizoram,143687,,,
11/26/2020,Mizoram,145189,,,
11/27/2020,Mizoram,146556,,,
11/28/2020,Mizoram,148003,,,
11/29/2020,Mizoram,149061,,,
11/30/2020,Mizoram,150119,,,
12/1/2020,Mizoram,151056,,,
12/2/2020,Mizoram,152137,,,
12/3/2020,Mizoram,153180,,,
12/4/2020,Mizoram,154157,,,
12/5/2020,Mizoram,155507,,,
12/6/2020,Mizoram,156651,,,
12/7/2020,Mizoram,157292,,,
12/8/2020,Mizoram,158844,,,
12/9/2020,Mizoram,159714,,,
12/10/2020,Mizoram,161036,,,
12/11/2020,Mizoram,162246,,,
12/12/2020,Mizoram,163202,,,
12/13/2020,Mizoram,164318,,,
12/14/2020,Mizoram,164617,,,
12/15/2020,Mizoram,165763,,,
12/16/2020,Mizoram,167275,,,
12/17/2020,Mizoram,168082,,,
12/18/2020,Mizoram,169138,,,
12/19/2020,Mizoram,170231,,,
12/20/2020,Mizoram,171122,,,
12/21/2020,Mizoram,171305,,,
12/22/2020,Mizoram,172481,,,
12/23/2020,Mizoram,173567,,,
12/24/2020,Mizoram,174742,,,
12/25/2020,Mizoram,175756,,,
12/27/2020,Mizoram,176131,,,
12/28/2020,Mizoram,176234,,,
12/29/2020,Mizoram,177387,,,
12/31/2020,Mizoram,179594,,,
1/1/2021,Mizoram,180519,,,
1/2/2021,Mizoram,180620,,,
1/3/2021,Mizoram,181165,,,
1/4/2021,Mizoram,181351,,,
1/5/2021,Mizoram,182272,,,
1/6/2021,Mizoram,183145,,,
1/7/2021,Mizoram,184069,,,
1/8/2021,Mizoram,185161,,,
1/9/2021,Mizoram,186098,,,
1/10/2021,Mizoram,186887,,,
1/11/2021,Mizoram,187097,,,
1/12/2021,Mizoram,188118,,,
1/13/2021,Mizoram,189196,,,
1/14/2021,Mizoram,190060,,,
1/15/2021,Mizoram,191096,,,
1/16/2021,Mizoram,191982,,,
1/17/2021,Mizoram,192766,,,
1/18/2021,Mizoram,193034,,,
1/19/2021,Mizoram,194415,,,
1/20/2021,Mizoram,195534,,,
1/21/2021,Mizoram,197674,,,
1/22/2021,Mizoram,198999,,,
1/23/2021,Mizoram,200128,,,
1/24/2021,Mizoram,201240,,,
1/25/2021,Mizoram,201360,,,
1/27/2021,Mizoram,203378,,,
1/28/2021,Mizoram,204491,,,
1/29/2021,Mizoram,205361,,,
1/30/2021,Mizoram,206095,,,
1/31/2021,Mizoram,207303,,,
2/1/2021,Mizoram,207778,,,
2/2/2021,Mizoram,209012,,,
2/3/2021,Mizoram,209716,,,
2/4/2021,Mizoram,211423,,,
2/5/2021,Mizoram,212732,,,
2/6/2021,Mizoram,214309,,,
2/7/2021,Mizoram,214776,,,
2/8/2021,Mizoram,215331,,,
2/9/2021,Mizoram,216510,,,
2/10/2021,Mizoram,217442,,,
2/11/2021,Mizoram,218043,,,
2/12/2021,Mizoram,219250,,,
2/14/2021,Mizoram,220482,,,
2/15/2021,Mizoram,220610,,,
2/16/2021,Mizoram,221744,,,
2/17/2021,Mizoram,222475,,,
2/18/2021,Mizoram,223448,,,
2/19/2021,Mizoram,224471,,,
2/20/2021,Mizoram,225762,,,
2/21/2021,Mizoram,226402,,,
2/22/2021,Mizoram,226729,,,
2/23/2021,Mizoram,227698,,,
2/24/2021,Mizoram,228634,,,
2/25/2021,Mizoram,229425,,,
2/26/2021,Mizoram,230420,,,
2/27/2021,Mizoram,231396,,,
2/28/2021,Mizoram,232060,,,
3/1/2021,Mizoram,232293,,,
3/2/2021,Mizoram,233304,,,
3/3/2021,Mizoram,234742,,,
3/4/2021,Mizoram,235319,,,
3/5/2021,Mizoram,236334,,,
3/6/2021,Mizoram,237047,,,
3/8/2021,Mizoram,237957,,,
3/9/2021,Mizoram,239090,,,
3/10/2021,Mizoram,239750,,,
3/11/2021,Mizoram,240444,,,
3/12/2021,Mizoram,240960,,,
3/13/2021,Mizoram,241471,,,
3/14/2021,Mizoram,242331,,,
3/15/2021,Mizoram,242541,,,
3/16/2021,Mizoram,243076,,,
3/18/2021,Mizoram,244539,,,
3/19/2021,Mizoram,245225,,,
3/20/2021,Mizoram,245679,,,
3/21/2021,Mizoram,246189,,,
3/22/2021,Mizoram,246527,,,
3/23/2021,Mizoram,247247,,,
3/24/2021,Mizoram,247878,,,
3/25/2021,Mizoram,248310,,,
3/26/2021,Mizoram,249029,,,
3/27/2021,Mizoram,249659,,,
3/28/2021,Mizoram,251064,,,
3/29/2021,Mizoram,251302,,,
3/30/2021,Mizoram,251722,,,
3/31/2021,Mizoram,252400,,,
4/1/2021,Mizoram,253203,,,
4/2/2021,Mizoram,253938,,,
4/3/2021,Mizoram,254324,,,
4/4/2021,Mizoram,254871,,,
4/5/2021,Mizoram,255297,,,
4/6/2021,Mizoram,256032,,,
4/7/2021,Mizoram,257181,,,
4/8/2021,Mizoram,258555,,,
4/9/2021,Mizoram,259943,,,
4/10/2021,Mizoram,260728,,,
4/11/2021,Mizoram,262310,,,
4/12/2021,Mizoram,262830,,,
4/13/2021,Mizoram,264490,,,
4/14/2021,Mizoram,266380,,,
4/15/2021,Mizoram,268697,,,
4/16/2021,Mizoram,271178,,,
4/17/2021,Mizoram,273248,,,
4/19/2021,Mizoram,273855,,,
4/21/2021,Mizoram,280243,,,
4/22/2021,Mizoram,282502,,,
4/23/2021,Mizoram,285702,,,
4/24/2021,Mizoram,287694,,,
4/25/2021,Mizoram,289994,,,
4/26/2021,Mizoram,290416,,,
4/27/2021,Mizoram,293905,,,
4/28/2021,Mizoram,297210,,,
4/29/2021,Mizoram,300922,,,
4/30/2021,Mizoram,303922,,,
5/1/2021,Mizoram,306714,,,
5/2/2021,Mizoram,308827,,,
5/3/2021,Mizoram,310058,,,
5/4/2021,Mizoram,313575,,,
5/5/2021,Mizoram,316793,,,
5/6/2021,Mizoram,320041,,,
5/7/2021,Mizoram,323271,,,
5/8/2021,Mizoram,326234,,,
5/10/2021,Mizoram,329805,,,
5/11/2021,Mizoram,333364,,,
5/12/2021,Mizoram,337104,,,
5/14/2021,Mizoram,341916,,,
5/16/2021,Mizoram,346042,,,
5/17/2021,Mizoram,346641,,,
5/19/2021,Mizoram,352904,,,
5/20/2021,Mizoram,354526,,,
5/23/2021,Mizoram,367090,,,
5/26/2021,Mizoram,375843,,,
